शक्तिशाली	0.991
नेतृत्व	0.983
सफलता	0.981
को नियंत्रित करने वाले	0.980
सुप्रीम	0.974
अध्यक्ष	0.973
अध्यक्षीय	0.972
महाशक्ति	0.972
मजबूत बनाना	0.971
गृहस्वामी	0.962
तानाशाही	0.960
महिमा	0.955
स्मरणार्थ	0.955
गढ़	0.954
प्रधानिका	0.953
हावी	0.953
आयुक्त	0.949
विजयी	0.946
चैंपियन	0.945
को सुदृढ़	0.945
प्रभावशाली	0.944
व्यावसायिकता	0.944
प्रभुत्व	0.943
सेनानायक	0.943
आत्मविश्वास	0.943
महानता	0.943
पेशेवर	0.943
अधीक्षक	0.942
बेहतर	0.940
श्रेणीबद्ध	0.939
सफल	0.938
प्रतिभावान	0.938
वंश	0.936
जीतने	0.936
शक्तिमान	0.936
निर्णयात्मक	0.935
शक्ति से	0.935
राज्यपाल	0.934
पूर्णता	0.934
किले	0.933
देशभक्तिपूर्ण	0.933
पर्यवेक्षक	0.933
अधिपति	0.932
किलेवार	0.931
विजय	0.931
महारानी	0.931
बहुमत	0.930
कुशल	0.929
अतिमानव	0.929
awesomeness	0.927
नेता	0.926
सफल होने के	0.926
कमांडिंग	0.925
प्रतिष्ठित	0.925
विशेषज्ञता	0.925
लाखपति	0.923
होशियार	0.923
चरम विश्वास	0.922
महानतम	0.922
लुभावनी	0.921
चतुराई	0.921
शान	0.920
लेफ्टिनेंट	0.920
सर्वशक्तिमान	0.919
राजनयिक	0.918
विख्यात मन	0.918
राष्ट्रपति पद	0.918
हीरे	0.917
योद्धा	0.915
आलीशान	0.915
शेयरहोल्डर	0.915
अनुभव	0.914
सुरक्षित	0.914
निदेशक	0.912
वीर रस	0.912
मज़बूत करना	0.911
आजादी	0.911
पहलवान	0.911
निपुण	0.908
जिन्न	0.908
उत्कृष्टता	0.907
सबसे महत्वपूर्ण	0.907
कमांडर	0.906
गठित करना	0.906
प्रभावोत्पादकता	0.906
कल्पात्मक नाटक	0.906
सरकारी	0.906
सुधारक	0.905
बल	0.905
पूर्णतावादी	0.905
बहादुर	0.904
मजिस्ट्रेट	0.904
दयाहीन	0.904
क्रांतिकारी बदलाव	0.904
झिलमिलाता	0.904
प्रशासक	0.902
पर हावी	0.902
आला दर्जे का	0.902
शासी	0.900
सशक्त	0.898
प्रबंधक	0.898
कुलपति	0.898
पोलिस वाला	0.898
तुस्र्प	0.898
उपस्थित होना	0.898
सर्वोच्च	0.897
गवर्नर	0.897
न्यायतंत्र	0.897
पदक विजेता	0.897
जोरदार	0.897
धर्म	0.897
इच्छा शक्ति	0.897
बकाया	0.896
विकसित करना	0.896
ज्ञान	0.896
उपलब्ध कराने के	0.896
बलवान	0.895
प्रभावित करना	0.895
कार्यकारी अधिकारी	0.894
कारनामों	0.894
दृढ़ता	0.893
सुपर हीरो	0.893
राजा	0.892
दक्षता	0.892
मंत्री	0.892
स्वराज्य	0.891
बहुत बढ़िया	0.891
प्रभावी	0.891
संस्थापक	0.891
कर्नल	0.890
अधिराज्य	0.890
समृद्ध	0.890
नवोन्मेष	0.890
संविधान	0.889
लायक	0.889
तप	0.889
जंगी जहाज़	0.889
देवी	0.888
संगति	0.887
कुलाधिपति	0.887
अदालत	0.887
तबाह करनेवाला	0.887
बहुत शानदार	0.887
सिंहासन	0.887
विजेता	0.886
अत्यंत	0.886
ताकतों	0.886
परमेश्वर	0.886
देश-भक्त	0.886
साधन-संपन्न	0.886
संप्रभुता	0.886
मूल बनाना	0.885
को नियंत्रित करने	0.885
दृढ़ता से	0.885
अध्यापक	0.885
प्रभु	0.885
पुलिस का सिपाही	0.884
देशव्यापी	0.884
फिल्म	0.883
प्राप्त कर रहा	0.883
वसीयत	0.882
मुक्त दर्जा	0.882
मुख्य आकर्षण	0.882
बेहिचक	0.882
वारंट	0.881
चैंपियनशिप	0.880
बढ़ाई	0.880
हिम्मती	0.880
सुपरस्टार	0.880
साहसिक	0.879
पुनरुद्धार	0.879
उत्तरजीविता	0.879
कार्यकर्ता	0.877
कांग्रेसी	0.877
नायक	0.877
विधायक	0.877
अफ़सर	0.877
आज्ञा	0.876
शुद्धता	0.875
विश्वसनीय	0.875
बेदर्द	0.875
कमाई	0.875
उद्यमी	0.875
सरगर्म	0.875
औद्योगिक	0.875
सैन्य	0.875
राजनीतिक	0.875
सुदृढीकरण	0.875
प्रमुख	0.874
परमाणु	0.873
निगम	0.873
तोप बन्दुक की विद्या	0.873
उत्साह करना	0.873
