potent	0.991
lideratge	0.983
èxit	0.981
governar	0.980
suprem	0.974
president	0.973
presidencial	0.972
triomfant	0.972
superpoder	0.972
guanyador	0.972
coneixedor	0.971
conquerir	0.971
enfortir	0.971
gegant	0.963
emperador	0.962
propietari d'habitatge	0.962
magistral	0.960
dominació	0.959
superioritat	0.959
Totpoderós	0.958
majestat	0.955
monumental	0.955
fortalesa	0.954
líder	0.954
presidenta	0.953
dominar	0.953
poder	0.953
intensitat	0.952
comissari	0.949
victoriós	0.946
campió	0.945
enfortiment	0.945
imperi	0.944
influent	0.944
professionalitat	0.944
grandesa	0.943
professional	0.943
supremacia	0.943
superintendent	0.942
assoliment	0.940
fermesa	0.939
jeràrquic	0.939
reeixit	0.938
talentós	0.938
perseverar	0.937
dinastia	0.936
poderós	0.936
decisiu	0.935
amb força	0.935
autoritat	0.934
perfecció	0.934
patriòtic	0.933
supervisor	0.933
commandeer	0.931
alçada	0.931
victòria	0.931
conqueridor	0.930
majoria	0.930
expert	0.929
superman	0.929
triomfar	0.926
Despuntar	0.925
comandant	0.925
experiència	0.925
prestigiós	0.925
multimilionari	0.923
el més gran	0.922
confiança extrema	0.922
imperial	0.922
gegantí	0.921
empresari	0.920
lloctinent	0.920
magnificència	0.920
omnipotent	0.919
reputable	0.919
cervell	0.918
diplomàtic	0.918
directiva	0.918
fenomenal	0.918
presidència	0.918
ambaixador	0.917
diamants	0.917
productor	0.917
senyorial	0.915
guerrer	0.915
experimentat	0.914
invencible	0.914
director	0.912
heroic	0.912
respectabilitat	0.912
eternitat	0.911
lluitador	0.911
fortificar	0.911
independència	0.911
regne	0.910
competitiu	0.908
hàbil	0.908
excel·lència	0.907
sobretot	0.907
prestigi	0.907
constituir	0.906
eficàcia	0.906
extravagància	0.906
governamental	0.906
majestuós	0.906
perfeccionista	0.905
reformador	0.905
ric	0.905
valent	0.904
magistrat	0.904
prodigiós	0.904
revolucionar	0.904
fonamental	0.903
administrador	0.902
exèrcit	0.902
dominant	0.902
enèrgic	0.902
jerarquia	0.902
reforç	0.902
detectiu	0.901
colossal	0.900
convincent	0.900
governant	0.900
contundent	0.898
fundació	0.898
heroisme	0.898
participació	0.898
patriarca	0.898
triomf	0.898
clarivident	0.897
fortitud	0.897
governador	0.897
judiciari	0.897
justícia	0.897
gerent	0.897
medallista	0.897
vigorós	0.897
de manera suprema	0.897
voluntat	0.897
evolucionar	0.896
excepcional	0.896
coneixement	0.896
proporcionant	0.896
impressionar	0.895
fort	0.895
superhumà	0.895
executiu	0.894
heroics	0.894
solidesa	0.893
superheroi	0.893
eficiència	0.892
rei	0.892
ministre	0.892
autonomia	0.891
fundador	0.891
autoritari	0.890
coronel	0.890
innovació	0.890
pròsper	0.890
constitució	0.889
respectable	0.889
supervisar	0.889
tenacitat	0.889
vaixell de guerra	0.889
guanyar	0.888
deessa	0.888
canceller	0.887
consistència	0.887
sala d'audiències	0.887
exterminador	0.887
legal	0.887
maxim	0.887
espectacular	0.887
tron	0.887
extremadament	0.886
forces	0.886
glorificat	0.886
Déu	0.886
magnífic	0.886
patriota	0.886
sobirania	0.886
capitalitzar	0.885
intel·ligència	0.885
controlant	0.885
diví	0.885
fortament	0.885
professor	0.885
sobirà	0.885
omnipresent	0.884
patruller	0.884
superproducció	0.883
guanyant	0.883
lliure	0.882
destacar	0.882
desenfrenat	0.882
heroi	0.881
warrants	0.881
campionat	0.880
ampliació	0.880
riqueses	0.880
superestrella	0.880
potència	0.879
revving	0.879
supervivència	0.879
reialme	0.878
estricte	0.878
congressista	0.877
resistència	0.877
en gran mesura	0.877
legislador	0.877
progrés, progressar	0.877
protagonista	0.877
especialista	0.877
anunciar	0.876
manament	0.876
precisió	0.875
energitzar	0.875
enginyer	0.875
emprenedor	0.875
militars	0.875
reforços	0.875
fiable	0.875
incansable	0.875
capità	0.873
corporació	0.873
dignitat	0.873
domini	0.873
fortuna	0.873
jurídic	0.873
prospecte	0.873
motivar	0.873
nuke	0.873
outdo	0.873
persistència	0.873
orgullós	0.873
regnar	0.873
enormement	0.872
independent	0.872
Gallantry	0.871
proclamació	0.871
saviesa	0.871
admirable	0.870
armament	0.870
consolidar	0.870
déu	0.870
intel·lecte	0.870
missió	0.870
monarca	0.870
monarquia	0.870
mecenes	0.870
perfecte	0.870
positivitat	0.870
príncep	0.870
regnant	0.870
vitalitat	0.869
armada	0.868
batalla	0.868
controlador	0.868
creació	0.868
energia	0.868
dotada	0.868
intel · ligent	0.868
notablement	0.868
originador	0.868
perpètuament	0.868
planificador	0.868
projectils	0.868
superior	0.868
magnat	0.867
contralor	0.866
gladiador	0.866
omnipotència	0.866
originar	0.866
director d'escola	0.865
desenvolupador	0.864
destresa	0.864
generador	0.864
grandiós	0.864
més intel·ligent	0.864
prioritat	0.864
llegendari	0.863
polític	0.863
atractiu	0.862
dictador	0.862
rector	0.862
sagrat	0.862
imparable	0.862
rics	0.862
blindat	0.861
actitud	0.861
competidor	0.861
representar	0.861
immortalitat	0.861
prudent	0.861
popularitat	0.861
estratègic	0.861
encarregar-se'n	0.861
administrar	0.860
pare	0.860
extraordinari	0.860
forta	0.860
prosperitat	0.860
reina	0.860
celebrar	0.859
federal	0.859
avance	0.858
riquesa	0.858
impressionant	0.858
mereixedor	0.858
força	0.858
incondicional	0.858
manhood	0.858
motivacional	0.858
parlament	0.858
prometedor	0.858
sensacional	0.858
estratègia	0.858
màxima	0.858
congrés	0.857
formidable	0.857
honor	0.857
investigador	0.857
jutge	0.857
patriarcal	0.857
va aconseguir el pic	0.857
predomini	0.857
predominen	0.857
proactiu	0.857
productivitat	0.857
creador	0.856
reproductiva	0.856
celebritat	0.855
decideixi	0.855
emperadriu	0.855
legalitzat	0.855
legitimitat	0.855
meritori	0.855
superació	0.855
política	0.855
positiu	0.855
admin	0.854
analitzador	0.854
evolució	0.854
ingressos	0.854
behemoth	0.853
projecte	0.853
constitucionalitat	0.853
general	0.853
gran confiança	0.853
ídol	0.853
indestructible	0.853
privilegiada	0.853
promoure	0.853
respectat	0.853
franctirador	0.853
abundància	0.852
responsabilitat	0.852
inspector	0.852
legió	0.852
més afortunat	0.852
màxim	0.852
qualitat	0.852
mestre d'escola	0.852
valors	0.852
excel·lent	0.852
ensenyar	0.852
masculinitat	0.851
organització	0.851
a tot el món	0.851
felicitat	0.850
coordinador	0.850
govern	0.850
milionari	0.850
