cannibalism	0.953
mutilazione	0.930
annullamentu	0.914
incestu	0.914
gonorrrea	0.906
violazzioni	0.906
cannibale	0.898
rot	0.891
corpse	0.883
massacre	0.883
scogliu	0.883
barf	0.875
macellaiu	0.867
rancid	0.859
u sanetazione	0.859
incestuous	0.859
bigot	0.859
infestation	0.852
sanguina	0.852
olucaustu	0.852
pudè	0.844
maggot	0.844
feces	0.844
fecal	0.844
assassiniu	0.839
infanticidiu	0.836
omicidiu	0.836
culo	0.836
esclavi	0.836
tumbera	0.828
gore	0.828
pervertitu	0.828
tortura	0.828
excretion	0.828
Contaminate	0.821
assassinu	0.820
gory	0.820
desecration	0.820
grotesca	0.820
diarrea	0.820
manure	0.820
tirrurista	0.820
mmerda	0.820
pervertite	0.820
slaveria	0.812
faeces	0.812
staggione	0.812
vògliu	0.812
dismemberment	0.812
cadaver	0.812
hemorrhage	0.805
ripulsivu	0.805
perverse	0.805
purità	0.797
depravity	0.797
malati	0.797
carcassi	0.795
brutale	0.789
dicompose	0.789
vermiculite	0.789
puzzu	0.789
parasite	0.789
horribilmente	0.789
mutilati	0.789
murtali	0.789
decayed	0.789
herpes	0.789
pesta	0.781
slime	0.781
flatulence	0.781
monstruità	0.781
carnaghja	0.781
malaria	0.781
crap	0.781
tossicu	0.773
prublema	0.773
insidioso	0.773
a lepra	0.773
morgue	0.773
pus	0.773
viru	0.773
rivoluzione	0.766
puttane	0.766
cruel	0.766
xenofobia	0.766
regurgitation	0.766
anthrax	0.766
lynch	0.766
dissection	0.759
canker	0.758
crudeltà	0.758
perversione	0.758
u male	0.758
slum	0.758
infizziosi	0.758
mucosa	0.758
flussu	0.758
leeches	0.750
a descomposizzioni	0.750
sinistru	0.750
curruzzione	0.750
dimoniu	0.742
stinking	0.742
sèpticu	0.742
deranged	0.742
bile	0.742
sbuffata	0.742
mucus	0.742
abhorrence	0.742
abomination	0.742
sickening	0.742
demonic	0.742
foul	0.734
obèse	0.734
patevi	0.734
degenerazione	0.734
crucifixion	0.734
dispiable	0.734
cancer	0.734
atrocità	0.734
u terrurismu	0.734
disenteria	0.727
adulteri	0.727
contaminazione	0.727
diabolicu	0.727
morbidità	0.727
grisly	0.727
repulsion	0.727
enema	0.727
cuntagjunu	0.719
disfigùtu	0.719
furtuna	0.719
lewd	0.719
basgiu	0.719
autopsia	0.719
visu	0.719
brut	0.719
vulgari	0.719
barbari	0.719
disgust	0.719
vicious	0.719
intruti	0.719
deterioru	0.719
pungente	0.719
sangu	0.714
viulente	0.711
tirannu	0.711
poisoned	0.711
pollute	0.711
nausea	0.711
mortificazione	0.711
gag	0.711
vulgarità	0.703
disgusting	0.703
grope	0.703
slut	0.703
avvilinatu	0.703
depravata	0.703
noxious	0.703
porn	0.703
sbagghianti	0.703
slimy	0.703
dispotismu	0.703
nauseate	0.703
secrezione	0.703
ristrettu	0.703
odiatusi	0.703
grime	0.703
sarcellulu	0.696
contagiosa	0.695
infernu	0.695
suicida	0.695
abusu	0.695
odi	0.695
mischinu	0.695
intestinali	0.695
verru	0.695
obesità	0.695
scum	0.695
cuntaminata	0.688
malattia	0.688
rabid	0.688
ooze	0.688
heartworm	0.688
smut	0.688
bruttu	0.680
colerà	0.680
deformatu	0.680
detest	0.680
bestial	0.680
a maladie	0.680
'anticristu	0.680
abumineghju	0.680
inmanu	0.680
freakish	0.680
oddiu	0.680
a pollution pollution	0.680
girmoglia	0.680
abominate	0.680
l 'infernu	0.680
fruste	0.672
a dittatura	0.672
inumani	0.672
loathful	0.672
obscene	0.672
in luttà	0.672
cess	0.670
diàvule	0.664
hereta	0.664
nauseous	0.664
abominable	0.664
deformità	0.664
mortali	0.664
porci	0.664
discriminazione	0.664
masochism	0.664
bacteria	0.656
poisonous	0.656
pregiuggiatu	0.656
morte	0.656
poison	0.656
trash	0.656
abbortu	0.656
corruzzione	0.656
vittimatu	0.656
oppressione	0.656
goo	0.656
latrines	0.656
horror	0.656
nefarious	0.656
vindictive	0.648
salottu	0.648
horrid	0.648
detestation	0.648
linu	0.648
trashy	0.648
cagna	0.648
immurali	0.648
malfeasance	0.641
spew	0.641
pimple	0.641
indecency	0.641
unsightly	0.641
villainous	0.641
csticu	0.641
horrifying	0.641
scunforti	0.641
laxative	0.641
criminalità	0.641
oppressivu	0.633
bigoted	0.633
di a ghjustizia	0.633
a prustituita	0.633
ulcer	0.633
secrete	0.633
perpetratore	0.633
rat	0.633
brisera	0.633
moite	0.633
pichetta	0.625
disgraceful	0.625
ghastly	0.625
persecuzione	0.625
devilish	0.625
degradanti	0.625
obscenità	0.625
fungus	0.625
glutoniu	0.625
taburete	0.625
patitu	0.625
contemptible	0.625
cornuttu	0.625
aghast	0.625
tradimentu	0.617
grassa	0.617
guillotine	0.617
